 , ,Method 1 _pval,Method 2 _pval,Method 3 _pval,Method 4 _pval
Gene 77,Gene 60,0.458355274232211,0.5513414754747195,0.29799088743309476,0.7840973364200503
Gene 78,Gene 60,0.5230036381859433,0.22748799361253713,0.31745763611204003,0.8609259718469113
Gene 79,Gene 60,0.3090734269811133,0.02782295465587792,0.0824292102416051,0.7798588971149143
Gene 80,Gene 60,0.3773769227570958,0.08498697405239364,0.013695717074898361,0.13081894839111174
Gene 81,Gene 60,0.47373549571549,0.1297990018269335,0.16870760903136928,0.773279872706722
Gene 82,Gene 60,0.2736471092006727,0.01614848240621969,0.032048284794319315,0.40364193735504394
Gene 83,Gene 60,0.6684385104897939,0.3311201837300892,0.0667340208467413,0.7106338766382718
Gene 84,Gene 60,0.3562109669267777,0.02734050978251701,0.0013742608609805806,0.9915282809605324
Gene 85,Gene 60,0.27050451381895346,0.014410491673041648,0.01887167897850328,0.9339023809008311
Gene 86,Gene 60,0.6249792532726182,0.7621448008170604,0.6503964105014108,0.7126468175904204
Gene 87,Gene 60,0.8050141861074243,0.9551457077456478,0.021344385902621,0.03473352187864931
Gene 88,Gene 60,0.4371933811116109,0.11980295369962746,0.0021090655130340252,0.23886212734789924
Gene 89,Gene 60,0.46970329902377794,0.09667633156642075,0.41296430681620167,0.019874501054940152
Gene 90,Gene 60,0.3901808571125389,0.0932655559982365,0.7764315573604719,0.006830460448679743
Gene 91,Gene 60,0.666983173760356,0.288125600221095,0.4567661752842449,0.7373137055077836
Gene 92,Gene 60,0.3433946483303265,0.10324053521840804,0.13739020772492072,0.8513561727358301
Gene 93,Gene 60,0.5974484913087121,0.489421620984424,0.04174481425414833,5.337964273932627e-6
Gene 94,Gene 60,0.4745322860656527,0.34057838486192216,0.8523678127761134,0.012283810942813833
Gene 95,Gene 60,0.7289015935380929,0.02524948840484198,0.06024149217156349,0.5363442472214457
Gene 96,Gene 60,0.2830104981742947,0.004504458498806985,2.5396003473288076e-5,0.001734703273078786
Gene 97,Gene 60,0.9373978264544065,0.8997653301953312,0.91116956868565,0.7264142251067385
Gene 98,Gene 60,0.734931710416237,0.7727486131344115,0.5655525984714687,0.020510406033982242
Gene 99,Gene 60,0.9123404914236661,0.5262662331310115,0.24114561324692074,0.7073438773770166
Gene 100,Gene 60,0.7490732315991322,0.7493296322034648,0.8943248965519583,0.20132389516292415
Gene 62,Gene 61,0.8295608335154951,0.9758289980465351,0.001926401254568777,0.8714401031400882
Gene 63,Gene 61,0.734376212948924,0.11799798409526163,0.659124355331542,0.8048669377419264
Gene 64,Gene 61,0.4920863537652629,0.18214953537146017,0.026913355740665335,0.2580934136668347
Gene 65,Gene 61,0.9165438053839889,0.7131318378678888,0.578744273634618,0.1364882913822134
Gene 66,Gene 61,0.5306275234833233,0.420480239896597,0.0206520363794489,0.8371186424064683
Gene 67,Gene 61,0.6432344759890452,0.6566042058581263,8.148434338384192e-7,1.2276846206304981e-12
Gene 68,Gene 61,0.8555921540290938,0.5690880446429523,0.31736436338853524,0.7440373359762802
Gene 69,Gene 61,0.6187480991434744,0.011148755746896999,0.7381594424720017,0.8691456912317279
Gene 70,Gene 61,0.9486807356321212,0.4734599222422553,0.8250162084179333,0.22276063832696513
Gene 71,Gene 61,0.8101679421536099,0.43864075058405594,0.3983268513741929,0.09554717127365975
Gene 72,Gene 61,0.6552425362598737,0.10279674237450953,0.6286300349261658,0.03277373363117175
Gene 73,Gene 61,0.35945539677007265,0.06971981253417225,4.260122997603588e-4,0.49696212522011374
Gene 74,Gene 61,0.3253828232857716,0.01702847893101911,2.4279749877287315e-7,0.16036597164827815
Gene 75,Gene 61,0.512662321314632,0.07355067069777466,0.14700548690993465,0.8606669774516995
Gene 76,Gene 61,0.9819700035717531,0.9207616437337092,0.40357375264050366,0.29877882039729364
Gene 77,Gene 61,0.8304507577479505,0.5967707783884584,0.08596829288334185,0.5565623681673499
Gene 78,Gene 61,0.4128647888014647,0.18975039807262162,0.0058008037080397035,0.19003468782015265
Gene 79,Gene 61,0.7246725016469231,0.6146698819394634,0.06417093685205777,0.1921432732864028
Gene 80,Gene 61,0.9563422721322481,0.7636297046247551,0.6537478664390124,0.4036696637206896
Gene 81,Gene 61,0.3170509220097357,0.041078667175322714,8.37437638696592e-5,0.0071784270242862824
Gene 82,Gene 61,0.5247876475614119,0.026412224498896242,0.4757179488621135,0.02826478851788483
Gene 83,Gene 61,0.7188663055066775,0.0646710882096857,0.4111826770691769,2.3829737116898286e-7
Gene 84,Gene 61,0.6018301791928116,0.09113045653342877,0.035960369116730506,0.4869234682638153
Gene 85,Gene 61,0.4876766180256267,0.018007618574689133,0.24904104069897515,0.21553239158757753
Gene 86,Gene 61,0.7288927806771863,0.2506485073574305,0.07890583536557494,0.08119255810875958
Gene 87,Gene 61,0.574944322810264,0.11368725229330034,0.1331031827692013,0.2867544916544946
Gene 88,Gene 61,0.7762959376589476,0.6722658821158249,0.039969279445976946,2.368121989859695e-4
Gene 89,Gene 61,0.39668730308465894,0.0659845665776515,0.03490035055318619,0.24532494447145115
Gene 90,Gene 61,0.7496905587687679,0.6772939822002995,0.33864641168348397,5.521703276505363e-4
Gene 91,Gene 61,0.3303752278286549,0.07478029195647462,8.527707705341392e-5,0.13273921249179677
Gene 92,Gene 61,0.8938432786219157,0.36356480101756716,0.33907421095112245,0.9248425171062917
Gene 93,Gene 61,0.8172551110933606,0.8215401601271628,0.2543462007419621,0.12380965495818819
Gene 94,Gene 61,0.9451373274521782,0.6960619378019248,5.734799921675027e-5,8.344092023993e-6
Gene 95,Gene 61,0.47996634125204896,0.007977903264459574,0.019543723788335354,0.4093683319251138
Gene 96,Gene 61,0.4017075124846068,0.02646706213383876,4.941097525534843e-5,4.8639484731660687e-4
Gene 97,Gene 61,0.47251291834025566,0.07821414623328571,0.037962378917344886,0.8635962259658632
Gene 98,Gene 61,0.6433290911284097,0.14528535596439784,0.21892384740802817,0.5971053382974536
Gene 99,Gene 61,0.7748313305557291,0.043062558420894126,0.8243622589803008,0.45382249004328834
Gene 100,Gene 61,0.6004983536718873,0.9756487483403122,0.004884447966249539,0.009514858994276842
Gene 63,Gene 62,0.36446989220421244,0.1928301379373787,9.031644861841048e-4,0.17893523659202182
Gene 64,Gene 62,0.8728429836679752,0.5510127774853903,0.3375493885189882,0.5333851417800706
Gene 65,Gene 62,0.7669577172673581,0.616182432796883,0.8417487722655181,0.058675282141579244
Gene 66,Gene 62,0.4762692657321297,1.4025763821590154e-4,0.07753364146263686,0.7970696432299276
Gene 67,Gene 62,0.30646724415452,0.0016469802005201206,1.1497067320398457e-6,0.9576632703334651
Gene 68,Gene 62,0.6944547813006565,0.9525962630726283,0.7737231255530366,0.05205007374443449
Gene 69,Gene 62,0.5411824878238711,0.351423361935459,0.005077225283790732,0.02834480015701435
Gene 70,Gene 62,0.7627749244638957,0.619225429308413,0.5437085638553354,0.2984055481765595
Gene 71,Gene 62,0.7032797939858089,0.9468345481895837,0.07362069665795978,0.02447651541018714
Gene 72,Gene 62,0.5514434972608593,0.02394662552103921,0.01791099669415752,0.7381543294284665
Gene 73,Gene 62,0.7764558348434107,0.15875281031879251,0.6505843833080687,0.09710140097613218
Gene 74,Gene 62,0.48060505640500817,0.10097773700518364,3.0636911216852525e-6,0.05267412979243091
Gene 75,Gene 62,0.4169426412703279,0.030632675664867604,0.025640073047505707,0.13008445187651096
Gene 76,Gene 62,0.4483560164842515,0.21586175114697248,0.0039495783222123215,0.001224250284908246
Gene 77,Gene 62,0.43020630608041,0.1522879917648845,0.004868305648213278,0.5879136534238747
Gene 78,Gene 62,0.9081643704785607,0.09264304741652629,0.3523470151077941,0.12073210619456232
Gene 79,Gene 62,0.9803536885372015,0.6207633412094606,0.17745137129442412,0.7887632972078509
Gene 80,Gene 62,0.8131015296493915,0.22995102718382832,0.034138377601008685,0.0019029326860660056
Gene 81,Gene 62,0.7008415459120341,0.05072883820009921,0.5829140972467948,0.7761488147529436
Gene 82,Gene 62,0.5256614885488229,0.2936819143913323,0.15747470368455474,0.8564504078201867
Gene 83,Gene 62,0.47020321251708386,0.507873897359223,4.1603702982540014e-4,1.3568479673153888e-11
Gene 84,Gene 62,0.9930289442904374,0.29336055167511876,0.10455560454830515,0.25748666927214803
Gene 85,Gene 62,0.535900425543349,0.2988937514581247,0.19963026317320587,0.8342514441233744
Gene 86,Gene 62,0.6156744062792934,0.39103900232303346,0.0810673758687821,0.06716456261809656
Gene 87,Gene 62,0.7932763689721889,0.123598078994134,0.19366538421819657,0.1300981558722767
Gene 88,Gene 62,0.8868253349796313,0.049838318690272665,0.7168042097423739,0.2376082616122135
Gene 89,Gene 62,0.8470875748803262,0.1236355566565619,0.4955353867024297,0.7253064618018084
Gene 90,Gene 62,0.7587537470098786,0.5511142463442276,0.4352972127249666,0.44982878333313225
Gene 91,Gene 62,0.9570996638125719,0.09366289518472137,0.3008825201392229,0.7320473210640273
Gene 92,Gene 62,0.39599843302730364,0.31223927488295233,0.0028184177131158616,0.3081703678360397
Gene 93,Gene 62,0.5977003472966396,0.018374966457285202,0.8540501225460935,0.001633020370529259
Gene 94,Gene 62,0.3544120625880096,0.05970441456139097,1.6215501203986626e-4,7.905873967866128e-4
Gene 95,Gene 62,0.5332737681770292,0.017454528309250206,3.024365730575074e-4,0.0013066913101056343
Gene 96,Gene 62,0.8152854546042265,0.14501085871054076,0.005891957815655768,0.0012434116606128143
Gene 97,Gene 62,0.7399946142479439,0.016691912042790635,0.4698365892199161,0.11421825384684281
Gene 98,Gene 62,0.8361903094260832,0.6822472563561592,0.4881327694569466,0.6695499876873168
Gene 99,Gene 62,0.9563915253059914,0.3035167611635212,0.6034600825672796,0.11651280397026476
Gene 100,Gene 62,0.814969241645676,0.18799865801007498,0.0014156375131075816,0.04803316877470509
Gene 64,Gene 63,0.4473646314811017,0.04961330433889222,0.8204634826276986,0.3297901116942825
Gene 65,Gene 63,0.6181192449335702,0.5219685645675038,0.7630616487240074,0.9501177100460569
Gene 66,Gene 63,0.5726604301991403,0.02564864876947559,0.5919472350127091,0.31266328891670825
Gene 67,Gene 63,0.610667446176715,0.5363025441313904,0.0030544377149834823,0.004119410002582757
Gene 68,Gene 63,0.32423492051053904,0.18737396036090526,0.07963838051838068,0.4664752568701107
Gene 69,Gene 63,0.40596209904067204,0.06589829525431123,6.71338672951105e-4,0.27057349416548404
Gene 70,Gene 63,0.529758531278687,0.48525596933989945,0.1703836908630625,0.026921270855299717
Gene 71,Gene 63,0.5091765235306713,0.6871996870828869,0.08996021273782673,0.7020757225772125
Gene 72,Gene 63,0.6468779037564638,0.13451678134685197,0.05565979639994145,0.9675336791322648
Gene 73,Gene 63,0.43516633144256645,0.020309330174206552,0.48724281173608874,0.42477318855340185
Gene 74,Gene 63,0.913018183725822,0.41585958178539406,0.1313143286675582,1.7934921577422713e-5
Gene 75,Gene 63,0.21609118000947425,0.007267914853053892,0.0035716179039755325,0.46942069389591934
Gene 76,Gene 63,0.29773137449516507,0.16144839139071454,0.011342489234994702,0.09227547719593843
Gene 77,Gene 63,0.33174041001997945,0.26617960977041477,0.013821944860360924,0.4705817069839022
Gene 78,Gene 63,0.6938116471912017,0.060880510630205054,0.5877140282847391,0.17801878631098744
Gene 79,Gene 63,0.4966597694087882,0.2455882247496528,0.6910273620583554,0.5400534020364556
Gene 80,Gene 63,0.7622964538126351,0.7499996317893438,0.39136729278215676,0.7225583791089127
Gene 81,Gene 63,0.4901295992928354,0.01641908943202508,0.3539822167043809,0.04564385616535005
Gene 82,Gene 63,0.20558488805398722,0.01166530359797835,8.853499615320004e-4,0.1754578395285784
Gene 83,Gene 63,0.3656491919978071,0.1609227913529887,4.737272391097669e-5,0.2636556546204054
Gene 84,Gene 63,0.4934532944693555,0.26199096230497654,0.431196497498616,0.20707874605808962
Gene 85,Gene 63,0.21050836574637488,0.01017428126811315,0.00138377023569336,0.19947406593295813
Gene 86,Gene 63,0.5374492224415177,0.639603298871692,0.27867260398972116,0.005762403628772894
Gene 87,Gene 63,0.9099293131224593,0.2632076258559646,0.7159195368089808,0.2935164472729621
Gene 88,Gene 63,0.7586115128750317,0.8319555584755767,0.7847080837784284,0.7834966651002067
Gene 89,Gene 63,0.5639695951592567,0.02846972651719093,0.9424804886282387,0.5675506585083219
Gene 90,Gene 63,0.4296841515562173,0.1532532002963074,0.08518774127201789,0.34014711618879767
Gene 91,Gene 63,0.7891699889006747,0.059622207273682504,0.639250677966146,0.9845421308135156
Gene 92,Gene 63,0.19769161508868827,0.070048201860889,1.5778838138014173e-4,0.9753558715209121
Gene 93,Gene 63,0.4553722469474035,0.07642501022588766,0.5283634054866817,0.1315734586181645
Gene 94,Gene 63,0.26387758123943517,0.08031204202720899,0.002406102579466163,0.6341055680442982
Gene 95,Gene 63,0.9905099330115512,0.579703618484078,0.9033926041405209,0.12936015477766616
Gene 96,Gene 63,0.5485082384857403,0.17041329923695847,0.5984783040936315,0.7447989799947348
Gene 97,Gene 63,0.8094217923598546,0.07885710045839778,0.8039941622613616,0.8259553861879627
Gene 98,Gene 63,0.708098091966954,0.7574384047745615,0.4606989250835951,0.432090469763839
Gene 99,Gene 63,0.9575035539671686,0.824128923162047,0.10055265079047793,0.5195172952115923
Gene 100,Gene 63,0.880560003996224,0.40480051768264613,0.0017501736965668258,8.597923706332722e-9
Gene 65,Gene 64,0.48744062430583535,0.36987119014654635,0.0055706322701087885,9.321816874303668e-4
Gene 66,Gene 64,0.5249022264865846,0.4224270935474812,0.11231927529203767,0.004989072389869786
Gene 67,Gene 64,0.7779133279672019,0.8760789554368782,0.03342391639485598,0.11776190204804049
Gene 68,Gene 64,0.4024566096345312,0.08361932645099612,0.20739810394152824,0.17829827404443765
Gene 69,Gene 64,0.8606127892905744,0.25156934252978735,0.9372519272233983,0.8864635314760918
Gene 70,Gene 64,0.41820114461783375,0.2397231148239063,0.46197877369678175,0.9634750507850245
Gene 71,Gene 64,0.516692504382698,0.29295927921088816,0.5020725460325282,0.017504518643510325
Gene 72,Gene 64,0.8706637522305412,0.7260504003810104,0.07542843038527236,0.024824986239205593
Gene 73,Gene 64,0.24442451042353808,0.05443755203747225,0.0028751996575766547,0.8665875022408918
Gene 74,Gene 64,0.7479080359453247,0.44111346144522123,0.04988578865234583,0.8961130884048218
Gene 75,Gene 64,0.29405914665206745,0.03419714786584094,0.06318131613921874,0.03944576655624865
Gene 76,Gene 64,0.3835462696130385,0.11891269350445643,0.36007587111365824,0.571671539450253
Gene 77,Gene 64,0.4931493810109475,0.21287579422823977,0.8520052456422516,0.7599254314885535
Gene 78,Gene 64,0.2932328145359451,0.18292890694495934,0.0010617816815137182,0.5513164846595842
Gene 79,Gene 64,0.2538859205920754,0.07051049133625487,0.0035088691230769076,0.0020469967059104643
Gene 80,Gene 64,0.33266739205718454,0.21099698243377918,0.006132385905728288,0.03291928437542002
Gene 81,Gene 64,0.33317568216433413,0.1099983099777222,0.004078229032547398,0.399522915719436
Gene 82,Gene 64,0.3255980100443938,0.023608915413120046,0.14123518357024145,0.5997458893692873
Gene 83,Gene 64,0.9716147195202187,0.35674873467156876,0.6521325370763953,0.1266520616466411
Gene 84,Gene 64,0.6232584934219558,0.12819548316772522,0.9129457090544408,0.03189204943184243
Gene 85,Gene 64,0.3302526271415047,0.0230420987740394,0.11670112297243618,0.3404797976635441
Gene 86,Gene 64,0.5802173082037183,0.39370228728582335,0.8083238317954127,0.8666719938022609
Gene 87,Gene 64,0.9005122034885555,0.921957627480491,0.35416707974239836,0.9226481700715212
Gene 88,Gene 64,0.5018020622507684,0.3377246261540465,0.026519696151022787,3.112013985568929e-4
Gene 89,Gene 64,0.27254872771298766,0.10349665628830107,5.285853721475053e-4,0.0048027267379286975
Gene 90,Gene 64,0.29427832943672083,0.08951696348777283,0.15616484799205366,0.002072166990497948
Gene 91,Gene 64,0.41418412722914,0.2810341294512817,0.0011213459654997315,0.04477082119163822
Gene 92,Gene 64,0.45872487002349516,0.07029837855025778,0.9447514244792088,0.7055784606749906
Gene 93,Gene 64,0.37521965206879404,0.17927656462369668,0.4516000920915213,0.21500487587186368
Gene 94,Gene 64,0.44336304220818157,0.12593885010841088,0.7520941485767183,0.062307947632392
Gene 95,Gene 64,0.9532623511843141,0.4340766944739951,0.5851061043130592,0.8491571145674441
Gene 96,Gene 64,0.4302993162373794,0.07304150757655226,0.05839097472638488,0.41954928171326
Gene 97,Gene 64,0.7698624186251819,0.6423353283274869,0.10895056987321206,0.15192595759439298
Gene 98,Gene 64,0.7744734186027908,0.6236103091120269,0.28471936866462744,0.039407787700153074
Gene 99,Gene 64,0.6474916854136994,0.9637734608041657,0.5998428848346882,0.8066788773032694
Gene 100,Gene 64,0.36730230928241747,0.5404424348793218,8.277748610541202e-4,0.6027612512204032
Gene 66,Gene 65,0.9480138707298464,0.8622043559620982,0.9589126937516943,0.34989715309024993
Gene 67,Gene 65,0.8061492401362265,0.8996405435565227,0.005152343328203024,0.4123069344521655
Gene 68,Gene 65,0.2681984070586825,0.24146440585115525,3.1472602302073938e-12,0.06032063647782415
Gene 69,Gene 65,0.8815815910511879,0.3742509402124947,0.37669383334475937,0.9554643850346836
Gene 70,Gene 65,0.4881029724005912,0.09666591357546017,0.007514952140304176,0.6244643912818841
Gene 71,Gene 65,0.519991980209811,0.11080198018323939,0.06383612093296409,0.03903564042888763
Gene 72,Gene 65,0.5746113074314039,0.35422391282165666,0.0014857343047216531,0.015272809239863294
Gene 73,Gene 65,0.8904385994864132,0.680109735382775,0.04943387261196608,1.629603716413186e-7
Gene 74,Gene 65,0.7270763190110086,0.2658960490964053,0.6137810423342818,0.11108733432800455
Gene 75,Gene 65,0.6048758773670286,0.5450959096877086,0.2228606086763163,0.9014194814651286
Gene 76,Gene 65,0.37155293671269796,0.12288985015453391,0.08820307345670453,6.581176864888238e-4
Gene 77,Gene 65,0.3214664382087318,0.11611113444582899,0.0037217536147071684,0.18354967381700127
Gene 78,Gene 65,0.9113535946733653,0.8088119366056987,0.7930790332222732,0.6943477875496158
Gene 79,Gene 65,0.5200216387034753,0.18914005485964336,0.6319715207494077,0.05510433930476033
Gene 80,Gene 65,0.4143046682782514,0.15835396440502403,0.03815714793550651,0.09302723052046313
Gene 81,Gene 65,0.9676220190362264,0.94917260216529,0.17698321625094549,0.008484134790639253
Gene 82,Gene 65,0.6805095739904408,0.6795209623280263,0.7404025374933392,0.31376674381734726
Gene 83,Gene 65,0.9367276462451462,0.5669865331236847,0.0237996710084869,4.8027307339526537e-4
Gene 84,Gene 65,0.46639382852032907,0.9422178968988846,9.725553695716371e-14,1.0525738843414345e-4
Gene 85,Gene 65,0.6718289657971657,0.760795350387945,0.289223121615074,0.8357167093681617
Gene 86,Gene 65,0.4691950387209105,0.09038497623770003,0.4711448792952959,0.8669104001825241
Gene 87,Gene 65,0.35926096272241836,0.272158303878796,1.2101430968414206e-13,3.5648610730021346e-9
Gene 88,Gene 65,0.4320691709237128,0.21912673830911245,0.007037826429377114,0.6338301995093298
Gene 89,Gene 65,0.9290923901917463,0.9029108667926451,0.8232786675790704,5.38231258625288e-4
Gene 90,Gene 65,0.6728711888647667,0.20112638790858983,1.6740634102818674e-4,0.347760822053099
Gene 91,Gene 65,0.8290378382540728,0.7243732867762591,0.2628333757880357,0.006237660419523117
Gene 92,Gene 65,0.5398526988855497,0.3144977647236209,0.8985522913315382,8.737531263303122e-4
Gene 93,Gene 65,0.6744803347891808,0.2683553529894538,0.11394551853014767,0.8845942750732954
Gene 94,Gene 65,0.5635308901043388,0.2499670991069196,0.6910916175706496,0.8761719636413481
Gene 95,Gene 65,0.6733770089635049,0.18508071513337154,0.9617030156857393,0.4750792378876143
Gene 96,Gene 65,0.5809356242770225,0.9344949399520044,3.6066802877599002e-9,0.020248121710448652
Gene 97,Gene 65,0.824400676920944,0.35896369885091683,0.05918133994547237,0.02343444132136563
Gene 98,Gene 65,0.5059011740842314,0.11343502468096922,0.5138109003999181,0.19362868848482817
Gene 99,Gene 65,0.5768143574431683,0.10586286892313401,0.4138664326007473,6.28967470414521e-4
Gene 100,Gene 65,0.7807127050032756,0.5552634836864279,0.13326907055756765,0.9741254667580186
Gene 67,Gene 66,0.5397703302461858,2.048604183824132e-4,0.01461322392808695,0.6190688877425048
Gene 68,Gene 66,0.9225709907201256,0.8542415934270511,0.5463392700041458,0.08936489745710752
Gene 69,Gene 66,0.5485042318066566,0.008638782650600696,0.19746536015357208,0.6376019980600187
Gene 70,Gene 66,0.9277669941293112,0.8410628164607046,0.9923356565476205,0.029791331827647705
Gene 71,Gene 66,0.9108257846766306,0.4835253325526021,0.49728061146064917,0.032639794731387894
Gene 72,Gene 66,0.37365097342561726,3.4472638105631503e-4,2.1595556782050274e-4,0.27074234691472077
Gene 73,Gene 66,0.3367666155546545,0.04293722545925238,0.0019527753013903748,0.5009246905132636
Gene 74,Gene 66,0.8719955637959471,0.41364151347607647,0.6990560491783449,0.7292184333100735
Gene 75,Gene 66,0.32799743604913933,0.00202464884482656,0.005170237108066411,0.046138665171018944
Gene 76,Gene 66,0.7492407128894771,0.27575095301294605,0.7554438925095677,0.7849077153468003
Gene 77,Gene 66,0.81064457145744,0.23954163788297334,0.9344331002320696,0.7782299509600079
Gene 78,Gene 66,0.3453788569429568,0.04416680493138836,0.0034383432146374293,0.9995180825394452
Gene 79,Gene 66,0.8599087505916954,0.4373647849282434,0.6666876509952981,0.8189836107563526
Gene 80,Gene 66,0.8288683762525715,0.04606081838387843,0.15686087814758265,0.2515360040112167
Gene 81,Gene 66,0.28181750589388876,0.004416776532518041,6.099391217073702e-4,0.7668872805996223
Gene 82,Gene 66,0.4759572419896929,0.03179741738260611,0.22763012652169756,0.6754360951233433
Gene 83,Gene 66,0.7498132241045099,0.03766937691149286,0.9931298467043137,0.017530230419357862
Gene 84,Gene 66,0.992475519842748,0.7795317570870792,0.11038078794573813,0.4832481216125122
Gene 85,Gene 66,0.457157126743303,0.026067728519600486,0.1535939130514985,0.8883500377947564
Gene 86,Gene 66,0.9555299821901142,0.8929139859118056,0.8871926531286178,0.542693734568364
Gene 87,Gene 66,0.45993888802820626,0.008991506582861408,0.004187966755029304,0.0056459145177789605
Gene 88,Gene 66,0.5662922619819184,0.008408061405865919,0.0017111101818512164,0.315700442087818
Gene 89,Gene 66,0.30445551164422047,0.02977333076012134,3.858491464199254e-4,0.0012878740123611898
Gene 90,Gene 66,0.6849030560348788,0.6748447719551784,0.3629251428876381,0.23407001601344612
Gene 91,Gene 66,0.3048624280032646,0.01812883160595491,1.3916576638139944e-4,0.37452711598210886
Gene 92,Gene 66,0.7119880382444512,0.12383229164111298,0.9573426841529011,0.2674119304752123
Gene 93,Gene 66,0.3702224200573805,0.022053443588987642,1.9233209279723162e-4,0.0015702362916105717
Gene 94,Gene 66,0.5362756169145408,0.033103159066645516,0.10505553708406556,6.958705984640989e-4
Gene 95,Gene 66,0.9182142192357374,0.21742075909717595,0.25012626698890106,0.9260339636479662
Gene 96,Gene 66,0.9193350724353919,0.4984291790568678,0.2454795770780065,0.05296619995109997
Gene 97,Gene 66,0.30309115533211983,5.349815264870106e-4,5.382021822408767e-5,0.5021011342120385
Gene 98,Gene 66,0.7100154021939644,0.17904938847297958,0.1206232561669991,0.05666347068172772
Gene 99,Gene 66,0.9489608260214233,0.7139643824908632,0.31872854042963183,0.8096161754884594
Gene 100,Gene 66,0.48732551119234424,0.40249369306799543,0.005037546540165749,0.1809312025796117
Gene 68,Gene 67,0.8579540796354632,0.5087716468094772,0.020931458085965637,0.6065410130758058
Gene 69,Gene 67,0.6365454412767355,0.5518817997033971,0.011570006388238907,0.48752615555520284
Gene 70,Gene 67,0.9296012466155141,0.968806716373803,0.16014880495648587,0.45028261440713235
Gene 71,Gene 67,0.9620530908641067,0.6093400870587617,0.7294117276934751,0.6929803847119909
Gene 72,Gene 67,0.5003796640548654,0.02099423937749023,3.418289953809328e-4,0.1395623528267893
Gene 73,Gene 67,0.9047561748636834,0.4336191654467134,0.08745700393371725,0.0010372609299009738
Gene 74,Gene 67,0.4860537719401785,0.04184845134950432,3.7968899893048302e-6,0.24853885017351773
Gene 75,Gene 67,0.6599855310368306,0.1383785156845152,0.027766569897850424,0.16757510478062287
Gene 76,Gene 67,0.7277469249035105,0.5001960890620327,0.0203642609189707,0.3418075381124597
Gene 77,Gene 67,0.6188444906336823,0.3222651681974058,0.0010880131849018149,0.0907192817072775
Gene 78,Gene 67,0.9584864837585052,0.19629982139602364,0.7039544028316169,0.867400163694779
Gene 79,Gene 67,0.6333805982045095,0.21614495509694587,2.940226550161018e-4,2.515997235219558e-6
Gene 80,Gene 67,0.5285724865626777,0.07332324635945042,1.312049718706909e-4,1.0329134380726579e-4
Gene 81,Gene 67,0.9599172696998373,0.1339548935035313,0.4066771081463343,0.1330139502674601
Gene 82,Gene 67,0.7777225071564311,0.8072136442456106,0.08157958661042852,0.024672287703169538
Gene 83,Gene 67,0.5680906165694268,0.7130223567819001,0.001841898366907735,0.1486519209734971
Gene 84,Gene 67,0.9646654251512892,0.08461196113678993,0.3593591751325391,0.4867333237980429
Gene 85,Gene 67,0.783801367301999,0.8165068149392438,0.12217297289567908,0.42206387345282725
Gene 86,Gene 67,0.8765217755130967,0.5879277078086824,0.5478058611063081,0.008349800855923961
Gene 87,Gene 67,0.8810456731857232,0.09348915113809597,0.12319357856395463,0.0566331956466537
Gene 88,Gene 67,0.5852238701733032,0.01343235946158039,0.0030473039218714693,0.00155547238090592
Gene 89,Gene 67,0.9802827517982011,0.3035369304651949,0.7909099465134732,0.0082983111695909
Gene 90,Gene 67,0.8881036120958696,0.9752500284327688,0.4799078791475331,0.0018202223912773263
Gene 91,Gene 67,0.9404499011039478,0.16109399368050092,0.24343818001609074,0.8530947031289837
Gene 92,Gene 67,0.6797335557183555,0.7257548110546275,0.028022425311228893,0.0920001944682256
Gene 93,Gene 67,0.6711249931588505,0.05163412340233009,6.390050695510574e-4,0.006132976266564727
Gene 94,Gene 67,0.5644673849479871,0.16491521290917688,1.188913967800076e-4,0.7426988186476886
Gene 95,Gene 67,0.5750215675044843,0.004984959685717438,0.0023431066533841083,0.7216542479259842
Gene 96,Gene 67,0.7240363993871894,0.023809594134749146,0.3116988278001478,0.2178111274926342
Gene 97,Gene 67,0.6714715959140658,0.017285891480533166,0.04171768450469604,0.014226809788360217
Gene 98,Gene 67,0.9663945270717613,0.5010954970601453,0.9981614044777329,0.9555073016191862
Gene 99,Gene 67,0.9366522612192054,0.3068072659844532,0.5049205603823639,0.6838863953559184
Gene 100,Gene 67,0.8319767643192444,0.2441336668936902,0.45504902829556215,0.01964150105592144
Gene 69,Gene 68,0.8642026073778957,0.9061440388900202,0.23612214840563217,0.6136844870746545
Gene 70,Gene 68,0.3503692878084035,0.08970348548096174,0.6755850500007163,0.9687909002197548
Gene 71,Gene 68,0.37006496488997165,0.10182516490306104,0.8009096015750936,0.4143505398575973
Gene 72,Gene 68,0.75370014519397,0.4427513206492151,0.1624391080297698,0.9660040921163382
Gene 73,Gene 68,0.6387812205543277,0.21950295761526317,0.49494024584946206,0.036787698104507216
Gene 74,Gene 68,0.8430358069061734,0.949208938926364,0.6826415520112981,0.7937576965870328
Gene 75,Gene 68,0.37267308761692197,0.19224095103341177,0.06781698834705807,0.8654087467916587
Gene 76,Gene 68,0.25559397673784634,0.08702546578708548,0.06837681696190034,0.8977971994841472
Gene 77,Gene 68,0.234019819505505,0.1335410673845958,0.0010239525847859365,0.11782266075867232
Gene 78,Gene 68,0.8763959689736545,0.4419584867130615,0.34127334870443726,0.7821618164465982
Gene 79,Gene 68,0.3597531734614965,0.046415421267737234,0.9912183918646236,0.16820782699554604
Gene 80,Gene 68,0.37550234453080233,0.06338391413271482,0.130258646548028,0.3402029446449659
